pcc_id,recipe_name,recipe_links,author,recipe_image,recipe_overview,recipe_description,recipe_tags,recipe_ingredients,recipe_directions,external_url
100158,Summer Harvest Tart With Heirloom Tomatoes,https://www.pccmarkets.com/recipe/summer-harvest-tart-with-heirloom-tomatoes/,,,"Serves: 10
Ingredient Notes: Vegetarian, Corn-free, Peanut-free, Tree nut-free",,"BASIL
CHEESE
EGGPLANT","['2 or 3 ripe heirloom tomatoes (depending on the size)', '1/4 cup olive oil', '1 yellow onion, peeled and sliced', '1 bulb fennel, tops removed and thinly sliced', '1 teaspoon fresh thyme', '1 small eggplant, cut into small cubes', '1 red bell pepper, seeded and diced', '3 to 5 cloves garlic, peeled and chopped', '1/2 cup chopped fresh basil', 'Salt and freshly ground black pepper', '1 package frozen puff pastry, thawed', '1-9 inch tart pan', ""4 to 6 ounces Beecher's Flagship cheese, grated"", '4 ounces Tieton Blanca cheese (or your favorite chèvre), crumbled', 'Pitted olives for garnish (optional)', 'Basil leaves for garnish (optional)']","['Preheat oven to 425° F. Slice the tomatoes into 1/8-inch slices, sprinkle them with a little sea salt and set on paper towels to drain.', 'In a heavy sauté pan, heat the oil and cook the onions and fennel over medium high heat for about 5 minutes or until tender and lightly caramelized. Stir in the thyme, eggplant, peppers and garlic. Cook until the eggplant is tender and most of the liquid has been absorbed. Stir in the basil and season with the salt and pepper. Set aside to cool. (You may prepare this mixture up to a day ahead and refrigerate.)', 'Unfold 2 sheets of pastry onto a cutting board, stack them on top of each other and roll them out together to make a 12×12 inch square. Prick the surface all over with a fork. Fit the pastry into the tart pan. Let the pastry drape over the edge of the tart pan by about 1/2 inch (to allow for shrinkage while baking) and trim any excess with kitchen shears. Pre-bake the shell for 12 minutes.', 'Spread the fennel and eggplant mixture in the pre-baked pastry shell and top it with half of the Flagship cheese and half of the chèvre. Layer the tomato slices on top and sprinkle on the remaining cheese. Garnish the top with pitted olives and basil leaves if you would like and bake for 10 to 12 minutes more or until bubbly and golden.']",https://www.pccmarkets.com
100159,Tomato Soup With Fresh Cream,https://www.pccmarkets.com/recipe/tomato-soup-with-fresh-cream/,,,"Serves: 6 to 8
Ingredient Notes: Corn-free, Egg-free, Gluten-free, Peanut-free, Soy-free, Tree nut-free",,"SOUP
TOMATOES","['2 tablespoons extra virgin olive oil', '3 medium onions, chopped', 'Salt and freshly ground black pepper', '4 cloves garlic, minced', 'Pinch red pepper flakes', '1 tablespoon tomato paste', '2 1/2 to 3 cups low-sodium chicken broth', '10 leaves fresh basil, torn', '15 medium or 10 large tomatoes, cored and coarsely chopped', '1 cup heavy cream (for serving)']","['Add olive oil to a 12-quart pot and set over medium-high heat. When warm, add onions and about 1/4 teaspoon salt and 1/4 teaspoon pepper. Cook, stirring occasionally, until onions start to color.', 'Stir in garlic, red pepper flakes and tomato paste. Cook 1 minute. Add broth, basil and tomatoes. Bring to a simmer, cover the pot and cook 15 to 20 minutes, or until tomatoes are softened. Adjust seasonings to taste and remove from heat.', 'Once soup has cooled, puree two-thirds in a blender or food processor. Serve close to room temperature, with a tablespoon of cream swirled into each bowl just before serving. Without the cream, the soup holds for a week in the fridge; it’s good hot, warm or cool, and freezes well.']",https://www.pccmarkets.com
100160,Smoky Pasilla Nectarine Salsa,https://www.pccmarkets.com/recipe/smoky-pasilla-nectarine-salsa/,,,"Yields: Makes about 2 cups
Ingredient Notes: Vegetarian, Vegan, Dairy-free, Egg-free, Gluten-free, Peanut-free, Soy-free, Tree nut-free",,"CHILES
NECTARINES
SALSA","['1 large or 2 small pasilla chiles', '2 cups chopped nectarines', '1/4 cup finely chopped green onion', '1/4 cup chopped cilantro', '2 tablespoons lime juice', '1 teaspoon sugar', '5 to 6 dashes hot pepper sauce', '1 teaspoon salt']","['Char the chilies over an open flame or on a preheated grill to high, turning occasionally, until the skins are black and papery. Place in a paper bag and let rest for 10 minutes. Scrape off the blackened skin, remove the stem and seeds and dice the chile.', 'Combine with the rest of the ingredients. Chill at least 1 hour before serving.']",https://www.pccmarkets.com
100161,Summer Harvest Antipasto,https://www.pccmarkets.com/recipe/summer-harvest-antipasto/,,,"Serves: 6 to 8
Ingredient Notes: Corn-free, Egg-free, Peanut-free, Soy-free, Tree nut-free",,"ARTICHOKES
EGGPLANT
ENTERTAINING","['4 cloves garlic, chopped', '1/2 cup extra virgin olive oil', 'Salt and pepper, to taste', '1 small to medium eggplant', '1 medium artichoke (or use 2 to 3 small artichokes)', '1 lemon, halved', '1 bulb fennel', '1 red bell pepper (or use small multicolored sweet peppers)', '2 small to medium zucchini', '1 leek', 'Chiffonade basil for garnish', 'Assorted accoutrement (see suggestions in Notes)']","['Stir the garlic into the olive oil and season with salt and pepper.', 'Cut both ends from the eggplant and with a vegetable peeler, remove strips of peel lengthwise, leaving some of the peel on, so that the eggplant has a striped look. Cut the eggplant into 1/2-inch thick slices crosswise.', 'Remove any dried or discolored outer leaves from the artichoke. Cut into quarters and remove the furry choke inside. Rub all of the surfaces with a cut lemon.', 'Remove the green stems from the fennel bulb and cut the bulb into 1/4-inch thick slices lengthwise. Stem and seed the bell pepper and cut it into 8 pieces. Cut the zucchini into 1/2-inch thick slices on a long diagonal. Cut the leek into 1/2-inch thick slices on a long diagonal.', 'Brush or rub all of the veggies with the seasoned olive oil.', 'Preheat a charcoal or gas grill to high and place the artichokes on the grill. Cover the grill and cook the artichokes for 5 to 7 minutes or until they are nicely golden on one side, basting occasionally with the olive oil. Flip the artichokes. Add the eggplant, leeks and peppers and continue to cook, turning these new additions once, until all are lightly caramelized. (You can brush these lightly with the olive oil as they cook. No need to cover the grill at this point.) Add the zucchini to the grill and cook for about 2 minutes to a side.', 'Remove all the vegetables to a platter. Scatter with chiffonade basil and accompany with any additional summery items of your choice.']",https://www.pccmarkets.com
100162,Grilled Sausages With Condiment Bar,https://www.pccmarkets.com/recipe/grilled-sausages-with-condiment-bar/,,,"Serves: 4
Ingredient Notes: Corn-free, Dairy-free, Egg-free, Gluten-free, Peanut-free, Soy-free, Tree nut-free",,"CONDIMENTS
SAUSAGE","['4 cups water', '2 cups wine or beer (optional)', '4 PCC link sausages (your favorite flavor)', '1 sweet onion, peeled and sliced', '1 sweet red pepper, seeds removed and sliced', '4 dill pickles, sliced lengthwise', 'Olive oil, for brushing', 'Salt and pepper', 'Condiment bar (see note for a few suggestions)']","['Combine water with wine or beer; bring to a gentle simmer and add sausages. Don’t prick or poke any holes in the sausages; you want to keep all those lovely flavors inside! Simmer for 10 to 12 minutes or until the sausages are just cooked through (they should read 165° F in the center).', 'Preheat a grill to medium-high heat. Place poached sausages on the grill and cook for about 4 minutes, then flip and cook another 4 minutes, or until are sizzling and golden. While sausages are cooking, brush onions, sweet peppers and pickles with a little olive oil and season the onions and sweet peppers with salt and pepper. Distribute on the grill and cook for 2 to 3 minutes on one side and flip to cook for a couple of minutes on the other side.', 'Pile sausages with onions, peppers and pickles on a platter and serve with fresh buns or wraps and a condiment bar of your favorite accompaniments.']",https://www.pccmarkets.com
100163,Simple Summer Pickles,https://www.pccmarkets.com/recipe/simple-summer-pickles/,,,"Yields: 6 pint jars
Ingredient Notes: Vegetarian, Vegan, Corn-free, Dairy-free, Egg-free, Gluten-free, Peanut-free, Soy-free, Tree nut-free",,"CARROTS
COOKING TIPS
CUCUMBERS","['2 pounds carrots, ends trimmed and peeled', '2 pounds English cucumbers', '1 pound green beans, trimmed', '6 cups white wine vinegar', '1 cup water', '1 cup white sugar', '1/4 cup kosher salt', '1/4 cup pickling spice', '6 widemouthed pint jars, sterilized', '6 cloves garlic', 'Dill or fennel sprigs', '3 jalapeños, or your favorite chiles, cut in half lengthwise (optional)', 'Lemon slices (optional)']","['Cut carrots into strips and trim them to 3/4 inch shorter than the inside of the jar. Cut cucumbers into 1/8-inch-thick slices on the diagonal. Blanch green beans in boiling, salted water for about 3 minutes and refresh in cold water.', 'Place vinegar, water, sugar, salt and pickling spices in a non-reactive pot and bring to a boil. Turn off heat and let spices steep while you are preparing jars.', 'Crush garlic cloves and place 1 in each jar. If you like spicy pickles, place 1/2 jalapeño in each jar. Divide carrots, cucumbers and beans between jars, putting only one kind of veggie in each. Pack them in tightly as they will shrink a bit in the brine. Tuck in dill or fennel sprigs and lemon slices, as you pack jars.', 'Strain vinegar. Carefully fill jars with hot vinegar to 1/2-inch from the top. Wipe rims clean. Screw on 2-piece lids.', 'Let jars cool to room temperature and then store in the refrigerator. Let them cure for at least two weeks before opening for the flavors to blend. These will last about 2 to 3 months in the refrigerator once opened.']",https://www.pccmarkets.com
100164,Roasted Red Pepper Polenta Triangles,https://www.pccmarkets.com/recipe/roasted-red-pepper-polenta-triangles/,,,"Yields: Makes 24 triangles
Ingredient Notes: Vegetarian, Vegan, Dairy-free, Egg-free, Gluten-free, Peanut-free, Soy-free, Tree nut-free",,"APPETIZERS
CORNMEAL
POLENTA","['3 cups vegetable broth', '1 teaspoon sea salt', '1 cup instant polenta', '1 tablespoon extra virgin olive oil', '1 roasted red pepper, finely chopped']","['Bring broth and salt to a boil. Add polenta, stirring constantly, until it thickens, about 2 minutes. Remove from heat. Stir in oil and red pepper.\nSpread mixture out evenly in a greased 9- by 11-inch baking sheet. Cool at least 1 hour or up to 24 hours.', 'Preheat oven to 400° F. Grease two 9- by 13-inch glass pans. Cut polenta into 4 strips vertically and 3 horizontally, ending with 12 even squares. Cut each square diagonally into 2 triangles. Place separated triangles in pans and bake 20 minutes or until lightly browned on bottoms.', 'These bite-size polenta triangles are a great base for a myriad of toppings. Here are some palate-pleasing ideas:']",https://www.pccmarkets.com
100165,Feta Spread,https://www.pccmarkets.com/recipe/feta-spread/,,,"Yields: 1 cup
Ingredient Notes: Vegetarian, Corn-free, Egg-free, Gluten-free, Peanut-free, Soy-free, Tree nut-free",,"FETA
HERBS
SPREADS","['8 ounces crumbled feta cheese', '1 clove minced garlic', '1/4 teaspoon dried oregano', '1/4 teaspoon dried marjoram', '1/4 teaspoon dried dill weed', '1 pinch red pepper flakes', '2 tablespoons olive oil']","['In a small bowl, use a fork to stir together all ingredients until combined. The mixture should still retain a chunky texture.', 'Serve immediately.']",https://www.pccmarkets.com
100166,"Grilled Asparagus With Mango, Olives And Capers: Tapas Style",https://www.pccmarkets.com/recipe/grilled-asparagus-with-mango-olives-and-capers-tapas-style/,,,"Serves: 6
Ingredient Notes: Vegetarian, Vegan, Corn-free, Dairy-free, Egg-free, Peanut-free, Soy-free, Tree nut-free",,"ASPARAGUS
GRILLING
MANGOES","['1/4 cup plus 3 tablespoons extra virgin olive oil, divided', '6 cloves garlic, 3 crushed and 3 minced, divided', '18 asparagus spears, tough ends trimmed', '12 slices rustic bread, such as Ciabatta or baguette', 'Salt and pepper, to taste', '1 teaspoon fresh thyme leaves', '2 tablespoons capers', '1/4 cup pitted Kalamata olives', '1/4 cup thinly sliced red bell peppers', '1/4 cup thinly sliced basil', '1 fresh mango - peeled, pitted and sliced', '1/2 lemon, or to taste', 'Lemon slices and fresh herbs, for garnish']","['Preheat an indoor or outdoor grill to high. Combine 1/4 cup olive oil and 3 crushed cloves garlic in a small bowl and let sit while the grill heats. Toss asparagus in enough of the seasoned oil to coat it lightly. Brush both sides bread slices with oil.', 'Cook asparagus and bread slices, turning once or twice, for a scant 2 to 3 minutes or until grill marks show. The asparagus should be deep emerald in color but still tender-crisp and the bread a light golden. Remove spears and bread to a platter.', 'Heat a large sauté pan over medium-high heat and add remaining 3 tablespoons oil. Stir-fry remaining 3 cloves minced garlic and thyme for about 15 seconds. Add capers, olives, peppers and basil and cook to heat through. Fold in mango slices, squeeze with lemon juice and season with salt and pepper.', 'Place 2 bread slices on each of 6 individual plates, and criss-cross 3 asparagus spears on top. Spoon mango-olive-caper mixture over asparagus and bread. Garnish with lemon slices and sprigs of thyme, basil or parsley.']",https://www.pccmarkets.com
100167,"Rustic Puff Pastry Asparagus Tart With Goat Cheese, Thyme And Prosciutto",https://www.pccmarkets.com/recipe/rustic-puff-pastry-asparagus-tart-with-goat-cheese-thyme-and-prosciutto/,,,"Ingredient Notes: Corn-free, Peanut-free, Soy-free, Tree nut-free",,ASPARAGUS,"['1 sheet puff pastry', '1 egg mixed with 1 tablespoon milk and 1 teaspoon Dijon mustard', '2 tablespoons olive oil', '2 large or 3 medium shallots, peeled and thinly sliced', 'Salt and pepper, to taste', '12 to 18 spears asparagus, tough ends removed', '4 ounces chèvre cheese, at room temperature', '2 ounces cream cheese, very soft', '1 teaspoon fresh thyme, plus extra leaves for garnish', '6 to 8 thin slices prosciutto', '2 ounces Parmigiano-Reggiano cheese', 'Extra virgin olive oil or truffle oil, for drizzling', 'Lemon slices, for garnish', 'Kalamata olives', 'Oil-cured tomatoes', 'Roasted red peppers', 'Capers', 'Roasted garlic']","['Preheat oven to 425° F.', 'Trim puff pastry to a 9- by 6-inch rectangle. Lay pastry out on a parchment paper-lined baking sheet. About 1/2 inch from the outer edge, cut a border into the pastry all the way around. (Don’t cut completely through to the work surface.) With a fork, prick the surface of the pastry all over except around the border. This will allow the border to rise and the center to stay less aerated when it bakes. Brush the entire pastry sheet very lightly with the egg wash.', 'Bake for 5 minutes and allow to cool.', 'Heat olive oil in a small sauté pan over medium heat and sauté shallots until golden, about 4 minutes. Season with salt and pepper.', 'If asparagus spears are thicker than your little finger, blanch for 30 seconds in boiling, salted water; refresh in cold water and pat dry. If thin, leave uncooked.', 'Combine chèvre cheese, cream cheese and thyme and spread on puff pastry; scatter with shallots. Lay asparagus spears side by side on top of shallots and distribute prosciutto over the top. Shave or grate cheese and distribute over the tart. Add any other toppings you prefer.', 'Bake until the pastry is a deep golden, 9 to 12 minutes. Drizzle with a little olive oil or truffle oil. Garnish with lemon slices and thyme leaves.']",https://www.pccmarkets.com
100168,Creamy Asparagus Scrambled Duck Eggs In Egg Cups With Lemon Zest Crème Fraîche,https://www.pccmarkets.com/recipe/creamy-asparagus-scrambled-duck-eggs-in-egg-cups-with-lemon-zest-creme-fraiche/,,,"Serves: 4
Ingredient Notes: Vegetarian, Corn-free, Gluten-free, Peanut-free, Soy-free, Tree nut-free",,"ASPARAGUS
DAIRY
EGGS","['4 fresh duck eggs (or chicken eggs)', '1/4 cup crème fraîche', '1 teaspoon lemon juice', '1/2 teaspoon lemon zest', 'Salt and ground white pepper, to taste', '4 asparagus spears', '2 tablespoons half-and-half', '2 tablespoons chèvre cheese', '2 tablespoons butter', '3 tablespoons minced shallots', '4 morels, finely chopped or 2 tablespoons finely chopped crimini mushrooms (see note)', '1 teaspoon fresh thyme', '1 English cucumber (optional)', 'Finely diced radish, for garnish', 'Thyme sprigs, for garnish']","['Remove about a 1-inch circle at the top of the duck egg with an apparatus for the purpose, or serrate it using pin pricks and cut it away with a small sharp knife tip.', 'Remove raw eggs to a bowl and refrigerate. Place shells back in the egg carton. Carefully fill the shells with boiling water. Let sit for 2 minutes, then dump the water. Invert the shells in the carton and allow the shells to drain.', 'Combine crème fraîche with lemon juice and zest; season lightly with salt and pepper. Whip in an electric mixer until fluffy.', 'Cut 1 1/2-inch tips from asparagus and lightly blanch in boiling, salted water (this will be part of your garnish). Cut the tough ends from asparagus and thinly slice remaining tender stalks.', 'With a wire whip, beat eggs with half-and-half and chèvre cheese until light and frothy. In a sauté pan over low heat, melt butter and add 1/4 cup sliced asparagus, shallots, morels and thyme. Cook until morels are tender, 3 to 4 minutes. Add eggs. With the wire whip, continue to rapidly stir the eggs so they stay creamy as they cook and don’t form into lumps. When they are still very soft, remove from the heat and season with a little salt and pepper.', 'Place each shell in an egg cup or cut an English cucumber into 4 (1 1/2-inch-thick) slices. With a small ice cream scoop or melon baller, carve a hollow just wide and deep enough to nest the egg shell. Fill egg shells with egg mixture. Pipe or spoon crème fraîche on top. Top each with an asparagus spear, a little diced radish and a thyme sprig.']",https://www.pccmarkets.com
100169,Date Rolls,https://www.pccmarkets.com/recipe/date-rolls/,"By Birgitte Antonsen, PCC Cooks instructor",,"Yields: about 16 rolls
Ingredient Notes: Vegetarian, Corn-free, Egg-free, Peanut-free, Soy-free, Tree nut-free",,DATES,"['1 cup spelt or all-purpose flour, plus extra for rolling', '1 tablespoon powdered sugar, plus extra for dusting', '6 tablespoons butter, softened', '2 tablespoons water', 'Pinch of salt', '2 tablespoons butter', '4 tablespoons water', '1 1/2 cups dates (8 ounces), pitted and chopped']","['Combine flour and powdered sugar in a mixing bowl. Cut butter into small pieces and work it into the flour with your fingers until it is crumbly. Make a well in the center of the mixture and pour in 2 tablespoons water. Gently knead the dough until it comes together, just a few seconds. Add additional water if too dry. Chill the dough for 10 minutes.', 'To make the filling, combine butter, water and chopped dates in a saucepan. Cook over low heat, covered, for about 10 minutes. Stir dates, pressing down, until they form a soft paste. Remove and cool.', 'Preheat oven to 350° F. Prepare a baking sheet lined with parchment paper. Remove the dough from the refrigerator.', 'On a floured board, roll out and flatten a ball of dough. Shape into a rectangle about 1/4-inch-thick. Spread date mixture thinly over the top. Roll the rectangle into a roll and continue to roll back and forth until it grows thinner and longer, about 20 inches. Slice the roll into 1 1/2- to 2-inch pieces.', 'Place all slices side by side on the prepared baking sheet and poke the tops lightly with a fork. Bake for 20 to 25 minutes, until slightly colored (if you overcook them, they become hard). Allow to cool, then dust with powdered sugar.']",https://www.pccmarkets.com
100170,Black Bean And Yam Quesadillas,https://www.pccmarkets.com/recipe/black-bean-and-yam-quesadillas/,"By Birgitte Antonsen, PCC Cooks instructor",,"Serves: 4
Ingredient Notes: Vegetarian, Corn-free, Egg-free, Peanut-free, Soy-free, Tree nut-free",,"BLACK BEANS
KALE
YAMS","['1 to 2 yams, grated (3 cups, about 1 pound)', '1 small to medium onion, diced', '1 tablespoon olive oil or clarified butter', '1 teaspoon cumin', '1 teaspoon dried oregano', '1/2 to 1 teaspoon chili powder', '1/2 teaspoon paprika', '1/2 teaspoon salt', '1/2 bunch kale or other dark leafy greens, finely chopped', '1/2 cup sour cream', '4 sprouted grain tortillas', '1 (14-ounce) can black beans, drained', '8 ounces cheddar cheese, grated', '1/2 cup salsa']","['Preheat oven to 350° F.', 'In a skillet, sauté yams and onions in olive oil or clarified butter for about 5 minutes over medium heat. Add spices and continue to sauté for another 5 minutes. Add greens, cover and sauté for another 3 minutes. Remove from heat.', 'Spread sour cream on one side of a tortilla and sprinkle 1/4 of the sautéed vegetables and beans on top. Top with cheese and fold tortilla in half. Repeat with remaining tortillas. Place tortillas on a baking tray lined with parchment paper. Spread salsa evenly on top of the tortillas and bake for about 20 minutes.']",https://www.pccmarkets.com
100171,Roasted Pepper And Ricotta Cheese Spread With Garlic And Herbs,https://www.pccmarkets.com/recipe/roasted-pepper-ricotta-cheese-spread-garlic-herbs/,"By Sureyya Gokeri, Former PCC Cooks instructor",,"Prep Time: 20 minutes
Yields: 2 cups of spread
Ingredient Notes: Vegetarian, Corn-free, Egg-free, Gluten-free, Peanut-free, Soy-free, Tree nut-free",,"BELL PEPPERS
CHEESE
GARLIC","['1 cup whole milk ricotta cheese', '1/2 cup feta cheese', '1/2 cup finely chopped roasted red peppers', '2 tablespoons chopped chives or finely chopped green onions', '2 cloves garlic, minced', '1/4 cup finely chopped fresh dill', '1 tablespoon extra virgin olive oil', '1/2 teaspoon cayenne pepper', '1/2 cup finely chopped pitted green olives for garnish']","['Combine all the ingredients, except olives, in a medium-size bowl and stir well. Chill about 1 hour. This can be made a day ahead and refrigerated.', 'Garnish with olives and serve with crackers, pita bread or French bread.']",https://www.pccmarkets.com
100172,Sardine Tonnato Spread,https://www.pccmarkets.com/recipe/sardine-tonnato-spread/,,,"Yields: About 1 cup
Ingredient Notes: Corn-free, Gluten-free, Peanut-free, Soy-free, Tree nut-free",,"SARDINES
SUSTAINABLE SEAFOOD","['2 (4.375-ounce) cans sardines packed in olive oil, drained', '1/4 cup mayonnaise (you may add another tablespoon or two if you like it creamier)', '1 1/2 tablespoons finely chopped fresh parsley', '2 teaspoons drained bottled capers, chopped', '1 1/2 teaspoons finely grated fresh lemon zest', '2 teaspoons fresh lemon juice (add another teaspoon if you wish)', '1/4 teaspoon black pepper', '1/8 teaspoon salt']",['Mash all ingredients together in a bowl with a fork until combined. Serve immediately or cover and refrigerate for up to three days.'],https://www.pccmarkets.com
100173,Kuku Sabzi (Persian Baked Fresh Herb Patties),https://www.pccmarkets.com/recipe/kuku-sabzi-persian-baked-fresh-herb-patties/,"By Omid Roustaei, PCC Cooks instructor",,"Serves: 4 to 6
Ingredient Notes: Vegetarian, Corn-free, Dairy-free, Peanut-free, Soy-free, Tree nut-free",,"EGGS
HERBS
SPICES","['6 eggs', '1 cup finely chopped green onions', '1/2 teaspoon ground fenugreek', '1/2 teaspoon turmeric', '1/2 teaspoon cinnamon', '1/2 teaspoon cardamom', '1 teaspoon cumin', '1 teaspoon salt', '1 teaspoon pepper', '1 tablespoon flour', '1 teaspoon baking powder', '4 cloves garlic, chopped', '1 cup finely chopped fresh cilantro', '1 cup finely chopped fresh parsley', '1/2 cup chopped fresh dill', '1/4 cup chopped fresh chives', '2 tablespoons olive oil', 'Naan and yogurt, for serving (optional)']","['Preheat oven to 350° F.', 'Break eggs into a large bowl and add green onions, spices, flour, baking powder and garlic. Lightly beat with a fork. Add fresh herbs and olive oil and mix thoroughly.', 'Brush a 9- by 13-inch baking dish with oil and pour in egg mixture. Bake uncovered for 30 minutes or until eggs are fully cooked. Cut the kuku into small squares or wedges and serve with naan and yogurt (optional).']",https://www.pccmarkets.com
100174,Cheese Fondue,https://www.pccmarkets.com/recipe/cheese-fondue/,,,"Serves: 6 to 8
Ingredient Notes: Vegetarian, Corn-free, Egg-free, Peanut-free, Soy-free, Tree nut-free",,"CHEESE
WHITE WINE","['8 ounces Gruyere cheese, grated', '6 ounces Mt. Townsend Creamery New Moon cheese, grated', '2 ounces Mt. Townsend Creamery Campfire cheese, grated', '2 tablespoons flour', '1 cup white wine', '1 teaspoon grated shallots', 'Pinch of nutmeg', 'Salt and white pepper, to taste']","['Toss cheeses with flour. Place wine and shallots in a heavy pot over medium heat and bring to a light simmer. Stir in cheese, a little at a time, until the mixture is smooth and all the cheese is melted. Add remaining ingredients and transfer to a fondue pot or individual heated stoneware ramekins. Serve with any of the following accompaniments!']",https://www.pccmarkets.com
100175,Ricotta Cheese,https://www.pccmarkets.com/recipe/ricotta-cheese/,"By Iole Aguero, PCC Cooks instructor",,"Yields: about 1 pound
Ingredient Notes: Vegetarian, Corn-free, Egg-free, Gluten-free, Peanut-free, Soy-free, Tree nut-free",,CHEESE,"['1/2 gallon whole milk', '3/4 cup cream', '2 teaspoons salt', '2 cups buttermilk', '1/4 cup white distilled vinegar', 'Cheesecloth', 'Baguette slices, olive oil, fresh thyme leaves, for serving (optional)']","['Place milk, cream and salt in a 4-quart saucepan over medium heat. Stir occasionally in the same direction while heating.', 'When milk reaches approximately 180° F, add buttermilk and vinegar. Stir when curds start to rise to the surface. Lift out curds with a skimmer and place in several layers of cheesecloth. Drain for 15 to 20 minutes.', 'Serve cheese on baguette slices, drizzle with olive oil and top with fresh thyme leaves.']",https://www.pccmarkets.com
100176,Chilled Green Pea Bisque With Dungeness Crab,https://www.pccmarkets.com/recipe/chilled-green-pea-bisque-with-dungeness-crab/,,,"Yields: about 2 quarts
Ingredient Notes: Corn-free, Egg-free, Gluten-free, Peanut-free, Soy-free, Tree nut-free",,"HERBS
MUSHROOMS
PEAS","['2 tablespoons butter', '1/4 cup sliced shallots', '1/4 cup dry sherry', '3 cups freshly shelled spring peas or use frozen baby peas', '3 cups vegetable or chicken broth', '1 tablespoon minced fresh tarragon', '1/2 cup heavy cream', '1 tablespoon lemon juice, or to taste', 'Salt and pepper, to taste', '1/2 pound Dungeness crabmeat', 'Cooked morels', '1/4 pound fresh morels (or substitute 1 ounce dried morels) (see note)', '2 tablespoons butter', '1/4 cup dry white wine', 'Salt and pepper, to taste']","['In a soup pot, melt butter over medium heat and cook shallots for 5 to 6 minutes, or until tender but not browned. Add sherry to the pan and cook until most of the liquid is absorbed. Add peas and broth. Bring the liquid to a slow boil and cook peas until just tender, about 8 minutes for fresh peas. Stir in tarragon.', 'Puree soup in a blender or food processor or pass through a sieve or food mill.', 'Stir in cream and adjust the seasoning with lemon juice, salt and pepper. Chill slightly.', 'Serve in pretty bowls and garnish with crabmeat, cooked morels and thin slices of fresh lemon.', 'Toss fresh morels in a bowl of cold water for a few brief seconds to release any sand or debris. Drain and immediately dry by tossing around in a dish towel. Cut in half lengthwise and cut each half into thin strips. Sauté gently in butter over medium heat until just tender, about 2 minutes. Add wine and cook until fully absorbed. Season with salt and pepper.']",https://www.pccmarkets.com
100177,Cacik (Yogurt And Cucumber Dip),https://www.pccmarkets.com/recipe/cacik-yogurt-and-cucumber-dip/,"By Sureyya Gokeri, Former PCC Cooks instructor",,"Yields: about 3 cups
Ingredient Notes: Vegetarian, Corn-free, Egg-free, Gluten-free, Peanut-free, Soy-free, Tree nut-free",,"CUCUMBERS
SPREADS
YOGURT","['2 cups plain whole milk yogurt', '2 cloves garlic, crushed', '1 tablespoon olive oil', '1 cup finely chopped English cucumber', '1/2 teaspoon dried mint or 2 tablespoons finely chopped fresh mint']","['Mix all ingredients in a bowl. Keep refrigerated as long as the yogurt’s expiration date. Serve with rice, pasta, kebabs, meat or chicken dishes.', 'Afiyet olsun … bon appétit!']",https://www.pccmarkets.com
100178,"Shrimp And Mango ""Ceviche""",https://www.pccmarkets.com/recipe/shrimp-and-mango-ceviche/,,,"Serves: 6
Ingredient Notes: Corn-free, Dairy-free, Egg-free, Gluten-free, Peanut-free, Soy-free, Tree nut-free",,"MANGOES
PALEO DIET
SHRIMP","['3/4 pound Oregon pink shrimp, precooked*', '1/2 cup finely chopped red onion ', '6 tablespoons lime juice ', '1/4 cup roughly chopped cilantro', '1 large mango, peeled, pitted and chopped ', '1 tomato, cored and chopped ', '1 or 2 jalapeño peppers, seeded and finely chopped ', '3/4 teaspoon fine sea salt']","['In a large bowl, combine all ingredients and toss well. Serve immediately or chill in refrigerator until ready to serve.']",https://www.pccmarkets.com
100179,Kale And Smoked Salmon Salad With Avocado And Grapefruit,https://www.pccmarkets.com/recipe/kale-and-smoked-salmon-salad-with-avocado-and-grapefruit/,,,"Serves: 4 as an appetizer, or 2 as a light lunch
Ingredient Notes: Corn-free, Dairy-free, Egg-free, Gluten-free, Peanut-free, Soy-free, Tree nut-free",,"AVOCADOS
GRAPEFRUIT
KALE","['1 bunch mizuna or other spicy salad greens, washed and roughly chopped', '1 small bunch lacinato kale, chopped', '2 pink grapefruit, segmented (chop the segments in half if they are large), plus 2 to 4 tablespoons of the juice that drains off when segmenting the grapefruit', '1 large ripe avocado, diced', '4 to 6 ounces hot- or cold-smoked wild salmon, chopped into bite-size pieces', '3 tablespoons finely chopped red onions', '4 tablespoons avocado or extra virgin olive oil, plus more to taste', 'Freshly ground black pepper']","['In a large bowl, combine mizuna, kale, grapefruit segments, grapefruit juice, avocado, smoked salmon and red onions. Drizzle oil over the salad and mix well. Grind fresh pepper over the salad before serving.']",https://www.pccmarkets.com
