tjs_id,recipe_category,recipe_name,recipe_link,recipe_image,recipe_description,recipe_overview,recipe_ingredients,recipe_directions,recipe_tags
100457,Dinner,W.O.W. Enchilada Casserole,https://www.traderjoes.com/recipes/dinner/wow-enchilada-casserole,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/33MainImage.jpg,,Serves: 6 - 8 Prep Time: 15 Minutes Cooking Time: 30 Minutes,"[""TJ's Kalamata Olive Oil (for pan)"", ""1 bottle TJ's Enchilada Sauce"", ""1 package TJ's Pork Carnitas, heated to package directions (substitute: cooked ground beef)"", ""6 TJ's Green Onions, sliced, green tops preserved for garnish"", ""2 Tbsp TJ's Jalapenos, minced"", ""1 can TJ's Sliced Black Olives"", ""1 package TJ's Corn Tortillas, cut into strips"", ""1 package TJ's Mexican Shredded Cheese Blend"", ""2 TJ's Avocados, sliced""]","['DIRECTIONS', 'Pre-heat the oven to 450°. Swab bottom of a baking dish (appx. 8"" x8"") with olive oil & a small amount of enchilada sauce; set aside. In a bowl, mix carnitas, green onions, jalapeños and 3 tbsp of sliced olives together with a small amount of enchilada sauce. Cover bottom of dish with a layer of tortilla strips. Top with half of carnitas mixture, followed by a small amount of sauce and about one-fourth of the cheese. Repeat second layer in the same order. Top second layer with strips of tortillas, remainder of sauce and remainder of cheese. Garnish with remainder of olives and green onion tops. Place in oven and bake until cheese is melted, the edges are browned and sauce is bubbly; about 20-30 minutes. Remove from oven and sit for 10 minutes before cutting. Top with slices of Avocado. WOW! Enjoy.', 'Tags: Casserole, Cheesy, Hearty, Mexican, One-Dish Meal, Pork']","['Casserole', 'Cheesy', 'Hearty', 'Mexican', 'One-Dish Meal', 'Pork']"
100458,Dinner,Chicken Breast Stuffed with Bacon 'n Feta,https://www.traderjoes.com/recipes/dinner/chicken-breast-stuffed-with-bacon-n-feta,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/32MainImage.jpg,,Serves: 6 Cooking Time: 20 - 30 Minutes,"['Stuffed Chicken', ""1 tub TJ's Crumbled Feta Cheese"", ""1 package TJ's Uncured Bacon, cooked and crumbled"", ""6 TJ's Boneless, Skinless Chicken Breasts, pounded flat"", ""1 tbsp TJ's Extra Virgin Olive Oil"", ""1 tsp (each) TJ's Dried Oregano, Dried Basil"", ""1 can (28 oz.) TJ's Diced Tomatoes & Juice From Can"", 'Supplies', 'Toothpicks or kitchen twine (or whatever you can find in your kitchen drawer)']","['DIRECTIONS', 'Combine feta and bacon in a mixing bowl. Place 1/4 cup of the cheese/bacon mixture on the center of each chicken breast. Fold breast over to enclose mixture; fasten with a toothpick or kitchen twine. Heat a large sauté pan and add oil. Heat oil to medium and add stuffed breasts; turn breasts while cooking to brown on all sides. Add tomatoes and seasoning to pan. Lower heat to a simmer; cook about 15 - 20 minutes or until chicken reaches an internal temperature of 165°. Place chicken on a serving platter (remove toothpicks or twine) and spoon tomato sauce over.', 'Tags: Chicken, Protein']","['Chicken', 'Protein']"
100459,Dinner,Scallops with Apples,https://www.traderjoes.com/recipes/dinner/scallops-with-apples,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/29MainImage.jpg,,Serves: 3 - 4 Cooking Time: 25 Minutes,"[""3/4 pound TJ's Whole Wheat Pasta"", ""2 slices TJ's Applewood Smoked Bacon, chopped"", '1 Granny Smith Apple, diced', ""1 package TJ's Trimmed Leeks, chopped"", '1 tbsp Fresh Thyme, chopped', ""1/4 teaspoon TJ's Sea Salt, or to taste"", ""1/4 teaspoon TJ's Ground Black Pepper, or to taste"", ""1 pound TJ's Scallops, thawed""]","['DIRECTIONS', ""Cook pasta according to package directions & set aside. Sauté bacon in pan until fat is rendered, about 1-2 minutes. Add apple, leek and thyme. Add salt and pepper; cook until tender, about five minutes. Add scallops and cook over high heat until just cooked, one to three minutes. Serve atop Trader Joe's Whole Wheat Pasta."", 'Tags: Bacon, Fancy, Pasta, Pork, Seafood']","['Bacon', 'Fancy', 'Pasta', 'Pork', 'Seafood']"
100460,Dinner,"Queso Sonrisas, Ole'! Ole'! (Cheese Smiles, Hooray! Hooray!)",https://www.traderjoes.com/recipes/dinner/queso-sonrisas-ole-ole-cheese-smiles-hooray-hooray,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/14MainImage.jpg,,Serves: 2 Prep Time: 5 Minutes,"[""1 package TJ's Joe's Diner Mac n' Cheese or TJ's Gluten Free Mac & Cheese, cooked according to package instructions"", ""1/2 jar TJ's Chunky Salsa"", ""3 pinches TJ's Mexican Shredded Cheese Blend (optional)"", ""1 tbsp TJ's Sour Cream (optional)""]","['DIRECTIONS', ""In a medium bowl, mix mac n' cheese and salsa. Top with a sprinkle of cheese and sour cream for added flair (optional, but delicious)."", 'Tags: Cheesy, Meatless']","['Cheesy', 'Meatless']"
100461,Desserts,Charlotte's Chocolate Bread Pudding,https://www.traderjoes.com/recipes/desserts/charlottes-chocolate-bread-pudding,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/chocolate-bread-pudding.jpg,"Trader Joe’s Semi-Sweet Chocolate Chips are a sweet baking essential that can be added to all manner of desserts for a boost of chocolatey goodness. With a rich, smooth flavor falling somewhere between milk and dark chocolate, they really shine in this delectable chocolate bread pudding recipe, forming a creamy chocolate custard which is used to soak pieces of crisp French baguette, and then the whole thing is baked to gooey perfection. This unbelievably easy recipe is sure to up your dessert game and impress anyone who takes a bite. Topping the finished pudding with whipped cream is not required (but highly encouraged).",Serves: 6 - 9 Prep Time: 20 Minutes Cooking Time: 50 Minutes,"['TJ’s Unsalted Butter, to grease pan', '2 cups TJ’s Heavy Whipping Cream', '½ cup plus 2 tablespoons TJ’s Organic Cane Sugar', '1 ¼ cups TJ’s Semi-Sweet Chocolate Chips', '1 large TJ’s Egg', '1 teaspoon TJ’s Organic Pure Bourbon Vanilla Extract', '4 cups cubed TJ’s French Baguette (about half of a baguette)', 'Whipped cream, for serving (optional)']","['DIRECTIONS', 'Preheat oven to 325°F. Grease an 8-inch square baking pan with butter, set aside.', 'Add cream and ½ cup sugar to a heavy-bottomed saucepan and bring to a gentle simmer, stirring until sugar dissolves.  Remove from heat and whisk in 1 cup chocolate chips until melted and smooth, set aside. ', 'In a large mixing bowl, whisk egg and vanilla.  Gradually whisk in cooled chocolate mixture. Let chocolate custard mixture cool for 10 minutes, stirring often.', 'Fold bread cubes and remaining chocolate chips into chocolate custard.  Transfer mixture to baking pan and sprinkle with remaining sugar. ', 'Bake pan on center rack of oven for 50 minutes, until custard thickens and center is set. Remove from oven and let cool slightly. Serve warm with whipped cream, if desired.', 'Tags: Baking, Chocolate, Entertaining, Holiday, Sweet']","['Baking', 'Chocolate', 'Entertaining', 'Holiday', 'Sweet']"
100462,Desserts,Peppermint S'mores Cake,https://www.traderjoes.com/recipes/desserts/peppermint-smores-cake,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/pepermint-smores.jpg,"S’mores aren’t just a summertime treat. When combined with peppermint & chocolate—a classic holiday flavor combo—they’re a wintertime treat, too! What are you waiting for? Deck the halls & preheat the oven, because this moist-cake-meets-chewy-melted-marshmallow dessert is about make your holiday season even brighter… ",Serves: 9 - 12 Prep Time: 10 Minutes Cooking Time: 50 Minutes - 1 Hour,"['TJ’s Canola Oil Spray', '1 cup TJ’s Honey Graham Crackers, crumbed', '1 cup TJ’s Organic Cane Sugar', '2 sticks (1 cup) TJ’s Unsalted Butter, melted and divided', '1 large TJ’s Egg', '1 cup Water', '1 package TJ’s Chocolate Peppermint Loaf & Baking Mix (seasonal)', '1 package TJ’s Mini Marshmallows (seasonal)']","['DIRECTIONS', 'Preheat oven to 350°F. Grease an 9x11-inch baking pan with canola oil spray, set aside.', 'In a medium mixing bowl, combine graham cracker crumbs, sugar, and one stick (1/2 cup) of melted butter. Mix until combined. Press mixture into an even layer on the bottom of the greased pan.', 'In a medium bowl mix egg, water, and the rest of the melted butter to combine. Add baking mix and stir, just until batter comes together. Pour batter in the pan on top of the crust and spread into an even layer, completely covering the crust.', 'Bake on the middle rack of the over for about 40 – 45 minutes, or until a toothpick inserted in the middle comes out clean.', 'Remove cake from oven, leaving oven on. Arrange marshmallows in a single layer on top of the cake, completely covering its surface. Place back in oven for about 5 minutes, or until marshmallows begin to brown on top. (For an extra-crisp top layer, toast the marshmallows with a kitchen torch after the cake comes out of the oven.)', 'Let cool completely. Remove from pan and enjoy!', 'Tags: Baking, Chocolate, Entertaining, Holiday, Peppermint, Sweet']","['Baking', 'Chocolate', 'Entertaining', 'Holiday', 'Peppermint', 'Sweet']"
100463,Desserts,Chocolate Mint Star Brownies,https://www.traderjoes.com/recipes/desserts/chocolate-mint-star-brownies,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/51175-chocolate-mint-star-brownies.jpg,"When you wish upon a Trader Joe’s Mini Dark Chocolate Mint Star… You get Chocolate Mint Star Brownies! Inspired by everyone’s favorite five-pointed, dark chocolate-covered, chocolate-mint shortbread cookies, we really aimed for the stars with this super-simple, extra-rich recipe—and we’re pretty positive we got there. “O, these are the star-spangled Brownies we crave…”",Serves: 9 - 16 Prep Time: 10 Minutes Cooking Time: 30 Minutes,"['1 package TJ’s Mini Dark Chocolate Mint Stars (seasonal), divided in half', '1 package TJ’s Brownie Truffle Baking Mix', '2 large TJ’s Eggs', '1 stick (4oz) TJ’s Unsalted Butter', '¼ cup TJ’s Fudge Sauce']","['DIRECTIONS', 'Preheat oven to 350°F. Grease an 8 x 8 x 2 baking pan with butter or cooking spray and set aside.', 'Chop roughly ½ package of the cookies into pieces and set aside.', 'Melt butter until creamy-looking (approx. 1 minute in microwave or 5 minutes in saucepan over medium heat).', 'Whisk eggs into melted butter until blended.', 'Add brownie mix and stir until moistened. Mix in chopped cookies.', 'Spread batter in pan, filling corners and leveling top.', 'Bake for 25 – 30 minutes, or until a toothpick comes out clean. Allow to cool for 30 minutes before removing from pan.', 'Once cooled, cut brownies into squares. Using a butter knife, spread an even layer of fudge sauce on top of each brownie. Place remaining cookies on top of each brownie to decorate.', 'Enjoy!', 'Tags: Baking, Chocolate, Entertaining, Holiday, Sweet']","['Baking', 'Chocolate', 'Entertaining', 'Holiday', 'Sweet']"
100464,Desserts,Panettone & Egg Nog Bread Pudding,https://www.traderjoes.com/recipes/desserts/panettone--egg-nog-bread-pudding,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/20487-panettone-bread-pudding-recipe.jpg,"Could you even imagine the holidays at Trader Joe’s without pyramids of Panettone in our stores? We certainly can’t! This light, moist, & elegantly sweet fruitcake-in-a-big-red-box has been calling Trader Joe’s its home for the holidays for nearly 20 years! Here, we’ve combined it with our Egg Nog—another holiday classic—for a two-ingredient bread pudding to beat the band…",Serves: 10 - 12 Prep Time: 10 Minutes Cooking Time: 40 Minutes,"['1 package (26.5 oz) TJ’s Panettone', '1 quart TJ’s Regular Egg Nog']","['DIRECTIONS', 'Preheat oven to 350°F. Grease an 9 x 13 baking pan (or casserole dish) with butter or cooking spray; set aside.', 'Remove panettone from packaging and chop into approx. 1-inch cubes.', 'Place cut panettone in a large bowl and pour egg nog over the bread. Toss together until egg nog is mostly absorbed.', 'Pour mixture into the greased pan and bake for about 40 minutes, or until liquid thickens and center is set.', 'Remove from oven and let cool slightly. Serve warm and enjoy!', 'Recipe Credit: Our excellent Crew Member Mandi at store #136 in Vancouver, WA!', 'Tags: Baking, Entertaining, Holiday, Sweet']","['Baking', 'Entertaining', 'Holiday', 'Sweet']"
100465,Desserts,Olive Oil Cake,https://www.traderjoes.com/recipes/desserts/olive-oil-cake,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/olive-oil-cake-recipe.jpg,"Slice into the dark golden crust of this olive oil cake and you’ll reveal a tender, sunshine-yellow inner crumb, made impossibly moist thanks to the addition of Trader Joe’s Organic Spanish Extra Virgin Olive Oil. Enjoy it with a generous swoosh of vanilla buttercream frosting, or go the simple route and serve slices with freshly whipped cream and a handful of fresh berries.",Serves: 1 Prep Time: 20 Minutes Cooking Time: 45 - 50 Minutes,"['For Cake:', 'TJ’s Canola Oil Spray', '2 cups TJ’s All-Purpose Flour', '1 ¾ cup TJ’s Organic Cane Sugar', '1 ½ teaspoons TJ’s Sea Salt', '½ teaspoon TJ’s Baking Powder', '½ teaspoon TJ’s Baking Soda', '3 TJ’s Large Eggs', '1 ¼ cups TJ’s Organic Spanish Extra Virgin Olive Oil (or your favorite TJ’s Extra Virgin Olive Oil)', '1 cup TJ’s Whole Milk', '½ cup juice from 12-14 TJ’s Clementines OR ½ cup orange juice', '1 tablespoon zest from TJ’s Clementines OR oranges, plus more for garnish', 'For Vanilla Buttercream Frosting:', '1 stick (1/2 cup) TJ’s Unsalted Butter, softened', '1 2/3 cup TJ’s Organic Powdered Sugar', '¾ teaspoon TJ’s Vanilla Paste', '2 teaspoons TJ’s Whole Milk', ""Pinch TJ's Sea Salt""]","['DIRECTIONS', 'Prepare cake:', 'Preheat oven to 375°F. Line a 9-inch cake pan with a circle of parchment paper and grease with canola oil spray, set aside.', 'In a medium bowl, sift together flour, sugar, salt, baking powder, and baking soda. Set aside.', 'In the bowl of a stand mixer or in a large bowl with a hand mixer, beat eggs at medium speed. Continue mixing while slowly adding olive oil for 2-3 minutes, until mixture thickens. Add milk, clementine juice, and 1 tablespoon clementine zest and mix just until combined.', 'Add dry ingredients to egg mixture and beat on low speed just until combined (batter will be thin). Pour batter into greased pan.', 'Bake on center rack of oven for 45-50 minutes, rotating halfway through, until cake is a dark golden brown and a toothpick inserted into the center comes out clean. Let cake cool 2 hours before removing from pan and frosting.', 'Prepare frosting:', 'In the bowl of a stand mixer or in a large bowl with a hand mixer, add butter, powdered sugar, vanilla paste, milk, and salt. Beat on low speed until powdered sugar is incorporated, then increase speed to medium for 2 minutes. Add more milk if necessary, to reach a spreadable consistency.', 'Unmold cake and remove parchment from bottom. Place cake on a serving platter or cake stand. Frost cake, garnish with remaining zest, and serve. Cake can be covered and stored on the counter for up to three days (if it lasts that long!).', 'Tags: Baking, Cake, Citrus, Olive Oil, Sweet']","['Baking', 'Cake', 'Citrus', 'Olive Oil', 'Sweet']"
100466,Desserts,Pear Tarts,https://www.traderjoes.com/recipes/desserts/pear-tarts,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/66039-vanilla-bean-paste-REC.jpg,"When you want to boost the vanilla flavor in your baked goods, sauces, whipped creams – or anywhere, really – Trader Joe’s Vanilla Bean Paste, made with Madagascar vanilla, is the secret ingredient your pantry needs. Unlike vanilla extract, which is a thin liquid – Vanilla Bean Paste is a thicker, more viscous creation. When you open the jar, you’ll find the flavor and aroma are incredibly evocative of actual vanilla beans, rather than an extract. We like to add Vanilla Bean Paste anywhere we’re looking for big vanilla flavor, like this fall-inspired recipe for pear tarts.",Serves: 8 - 16 Prep Time: 20 Minutes Cooking Time: 15 - 18 Minutes,"['1 tub TJ’s Mascarpone Cheese, softened', '1 ½ teaspoons TJ’s Vanilla Bean Paste (seasonal)', '2 TJ’s Pears, peeled, cored and quartered', '2 cups TJ’s Spiced Cider', '1 package TJ’s Puff Pastry, thawed according to package directions', 'TJ’s Pumpkin Pie Spice or Ground Cinnamon']","['DIRECTIONS', 'Preheat oven to 425°F. Line two rimmed baking sheets with parchment paper.', 'In a small bowl, combine mascarpone and vanilla paste. Cover and set aside.', 'Add pear quarters and spiced cider to a small sauce pot over medium heat. Bring to a simmer and cook 5-10 minutes (total time will depend on pear ripeness—they should be soft but not mushy when cooked). Remove from heat. Drain pears (reserve cider to drink later!).', 'Pat pear slices dry with a clean, lint-free towel or paper towels. Holding the narrow stem end of a pear wedge to keep it intact, thinly slice the bottom of the pear to create a fan shape. Repeat with remaining wedges. Set aside.', 'Remove puff pastry from refrigerator and unfold onto a clean workspace so the long side is facing you (leave the cellophane underneath the pastry to avoid sticking). Cut pastry in half lengthwise and then in half crosswise. Cut each piece crosswise once more. Repeat steps with second piece of pastry so you have 16 pieces total.', 'Divide and arrange puff pastry pieces evenly on the prepared baking sheets. Spread 2 teaspoons vanilla mascarpone atop each piece. Top each piece with a pear fan and sprinkle with pumpkin pie spice.', 'Bake tarts on center rack of oven for 15-18 minutes, until pastry edges are light golden brown. Remove from oven and let cool a few minutes prior to serving.', 'Tags: Dessert, Fall, Seasonal, Thanksgiving']","['Dessert', 'Fall', 'Seasonal', 'Thanksgiving']"
100467,Desserts,Pumpkin Snack Cake,https://www.traderjoes.com/recipes/desserts/pumpkin-snack-cake,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/Pumpkin-Snack-Cake-REC.jpg,"Trader Joe’s Gluten Free Pumpkin Bread & Muffin Baking Mix is easy to make, and even easier to eat. When we tasted it, what impressed us most about this Mix was that if we hadn’t known it was gluten free, we wouldn’t have known it was gluten free. This recipe for a substantial, super-moist snack cake eschews the egg, oil and water called for on the box in favor of a can of Trader Joe's Organic Pumpkin, along with some flaked coconut and chia seeds for delightfully toothsome texture.",Serves: 16 Prep Time: 10 Minutes Cooking Time: 55 Minutes,"[""TJ's Coconut Oil Spray"", '1 box TJ’s Gluten Free Pumpkin Bread & Muffin Baking Mix', '1 can TJ’s Organic Pumpkin', '1/2 cup TJ’s Organic Unsweetened Flake Coconut', '2 tablespoons TJ’s Organic Chia Seeds']","['DIRECTIONS', 'Preheat oven to 350°F. Grease an 8x8-inch baking pan with coconut oil spray. Set aside. ', 'In a large bowl, combine dry baking mix with coconut and chia seeds. Fold in canned pumpkin (batter will be thick). ', 'Spread batter into greased pan and smooth top. Bake on center rack of oven for about 55 minutes, or until dark golden brown.', 'Remove from oven and let cool 10 minutes. Gently remove cake from pan and let cool completely on a baking rack before slicing and serving. ', 'Tags: Baking, Chia, Coconut, Fall, Pumpkin']","['Baking', 'Chia', 'Coconut', 'Fall', 'Pumpkin']"
100468,Desserts,Deep Fried Joe-Joe's,https://www.traderjoes.com/recipes/desserts/deep-fried-joejoes,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/68514-corn-cookies-mix-neapolitan-REC.jpg,"The county fair maybe cancelled this year, but you can make your fair share of deep fried treats from the comfort of your own home using Trader Joe’s Corn Cookie Baking Mix.",Serves: 12 Prep Time: 10 Minutes Cooking Time: 20 - 25 Minutes,"['1 bottle (1 quart) TJ’s Canola Oil', '1 Large Egg', '1 cup TJ’s Whole Milk', '1 container TJ’s Corn Cookie Baking Mix', ""TJ's Neapolitan Joe-Joe's Cookies""]","['DIRECTIONS', 'Fill a large pot with canola oil (oil should come up about three inches high or so). Heat on medium heat until oil reaches 365°F.', 'While oil heats, whisk egg and milk in a large bowl. Add mix and stir to combine.', 'Line a plate with paper towels, set aside.', 'Dip 1-3 cookies in batter and use tongs to carefully place in hot oil. Fry 2-3 minutes, until cookies turn golden brown. Use a slotted spoon to remove from oil, allowing excess to drip back into the pot before transferring to a paper-towel-lined plate.', 'Let cookies cool slightly before diggin in.', 'Tags: Cookies, Corn, Summer']","['Cookies', 'Corn', 'Summer']"
100469,Desserts,Fruity Chocolate Pudding,https://www.traderjoes.com/recipes/desserts/fruity-chocolate-pudding,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/68992-org-freeze-dried-beries.jpg,"While the naturally sweet & tart flavors remain true, the soft juiciness of non-dried fruit is replaced by a wonderfully light crunch. This means Trader Joe’s Organic Freeze Dried Berry Medley is ideal for snacking, or as a crunchy counterpoint to cool creamy desserts, like this chocolate pudding recipe.",Serves: 4 Prep Time: 10 Minutes,"['1 tub TJ’s Belgian Chocolate Pudding', '4 small handfuls TJ’s Organic Freeze Dried Berry Medley, crushed into small pieces', '4 TJ’s Cinnamon Graham Crackers, crushed into small pieces']","['DIRECTIONS', 'Add pudding to a medium bowl. Stir in crushed berry medley and graham cracker pieces (reserve some for garnish). Cover and refrigerate 30 minutes.', 'Spoon pudding into small serving bowls (petite cocktail glasses are a fun serving option!). Garnish with reserved berry medley and graham cracker pieces and dig in!', 'Tags: Chocolate, Fruit, Summer, Sweet']","['Chocolate', 'Fruit', 'Summer', 'Sweet']"
100470,Desserts,No Bake Chocolate Chip Nut Butter Bars,https://www.traderjoes.com/recipes/desserts/no-bake-chocolate-chip-nut-butter-bars,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/nut-butter-bar-mix-1-REC.jpg,"Trader Joe’s No Bake Nut Butter Bar Mix is here! It’s a gluten free blend of rolled oats, almond meal, crispy rice, and oat bran, ready to blend with one cup of your favorite TJ’s nut butter and one-half cup honey or maple syrup. You can dole out the finished bars à la carte, as simple snacks, or warm them in the microwave and serve them under a scoop of Strawberry Non-Dairy Oat Frozen Dessert for a dreamy dessert with PB&J potential.",Serves: 16 Prep Time: 30 Minutes,"['1 cup TJ’s Creamy Salted Peanut Butter (or your favorite TJ’s Nut Butter)', '½ cup TJ’s Maple Syrup', '1 box TJ’s No Bake Nut Butter Bar Mix', '1 cup TJ’s Semi-Sweet Chocolate Chips']","['DIRECTIONS', 'Line an 8x8-inch pan with parchment paper or foil, letting some extend over the edges of the pan for easier removal, set aside.', 'In a medium mixing bowl, combine peanut butter and maple syrup. Add mix and stir until thoroughly combined (mixture will be very thick). Fold in chocolate chips.', 'Press mixture very firmly and evenly into lined pan. Freeze 20 minutes, or until firm. Remove pan from freezer and lift bar from pan in one piece onto a cutting board. Cut into 16 squares and serve.', 'Store uneaten bars in an airtight container in the refrigerator.', 'Tags: Chocolate, Gluten Free, Maple, No Bake, Nuts & Seeds, Summer']","['Chocolate', 'Gluten Free', 'Maple', 'No Bake', 'Nuts & Seeds', 'Summer']"
100471,Desserts,PlumcotTM Blackberry Cobbler,https://www.traderjoes.com/recipes/desserts/plumcottm-blackberry-cobbler,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/plumcot-blackberry-cobbler-REC.jpg,"It’s no coincidence that “cobbler” rhymes with “gobbler.” Don’t know about you, but when cobbler is placed in front of us, that’s exactly what we become: gobblers. Enthusiastic gobblers at that. A cobbler can consist of just about any fruit, but come summertime, stone fruit always steals the show. You can, of course, create your own topping from scratch, but here’s a time-saving secret straight from our Crew to you: use a combination of the classic TJ’s Vanilla Cake & Baking Mix and TJ’s Triple Ginger Thins instead! ",Serves: 12 - 16 Prep Time: 10 Minutes Cooking Time: 50 Minutes - 1 Hour,"['1 Pkg. PlumcotsTM (or 1 pound of your favorite TJ’s stone fruit), sliced', ""12 oz. TJ's Blackberries"", '2 tablespoons TJ’s Organic Brown Sugar', '1 box TJ’s Vanilla Cake & Baking Mix', '½ sleeve of TJ’s Triple Ginger Cookie Thins (about. 20 Cookies), crushed', '1 Stick TJ’s Unsalted Butter, sliced into 8 pats']","['DIRECTIONS', 'Preheat oven to 350°F.', 'Manually combine PlumcotsTM, blackberries & brown sugar in a well-greased 9""x13” baking pan, until sugar is evenly distributed.', 'Cover fruit mixture with an even layer of cake mix, then top with cookies. Arrange butter pats evenly on top.', 'Bake on center rack of oven for 50 minutes to 1 hour, until bubbling and golden brown.', 'Allow to cool 30 minutes. Serve warm, topped with a scoop of TJ’s Super-Premium French Vanilla Ice Cream, if desired. Enjoy!', 'Tags: Baking, Fruit, Summer, Sweet']","['Baking', 'Fruit', 'Summer', 'Sweet']"
100472,Desserts,Strawberry Lemon Corn Cookies,https://www.traderjoes.com/recipes/desserts/strawberry-lemon-corn-cookies,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/68514-corn-cookie-mix-strawberry-REC.jpg,"Trader Joe’s Corn Cookie Baking Mix is the latest innovative way we’re delivering that sunny, yellow, summertime flavor. This Mix includes key ingredients such as sugar, flour, corn meal, corn, baking powder, and salt. You need only add one large egg and two sticks of unsalted butter to create cookie bliss—but if you’re looking to take them over the top, we suggest adding sweet strawberries and tangy lemon zest for a “strawberry lemonade” take on this summertime treat.",Serves: 24 Prep Time: 10 Minutes Cooking Time: 15 - 18 Minutes,"['2 Sticks TJ’s Unsalted Butter, Softened', '1 Package Trader Joe’s Corn Cookie Mix', '1 TJ’s Large Egg', '¾ cup hulled and chopped TJ’s Strawberries', 'Zest of 1 TJ’s Lemon']","['DIRECTIONS', 'Preheat oven to 325°F. Using a mixer in a large mixing bowl, whip butter until smooth. Add cookie mix, egg, and lemon zest and mix until dough comes together. Gently stir in strawberries.', 'Line two large baking sheets with parchment paper. Use your hands or a cookie scoop to form 24 balls and place them 3 inches apart on prepared sheets (cookies will spread during cooking–do not overcrowd!).', 'Bake cookies 15 to 18 minutes. Remove from oven and allow cookies to cool 5 minutes on the baking sheet before transferring to a cooling rack. Enjoy!', 'Tags: Baking, Cookies, Corn, Lemon, Strawberry, Summer, Sweet']","['Baking', 'Cookies', 'Corn', 'Lemon', 'Strawberry', 'Summer', 'Sweet']"
100473,Desserts,Jalapeño Cheddar Corn Cookies,https://www.traderjoes.com/recipes/desserts/jalapeno-cheddar-corn-cookies,https://www.traderjoes.com/TJ_CMS_Content/Images/Recipe/68514-corn-cookie-mix-jalapeno-REC.jpg,"Trader Joe’s Corn Cookie Baking Mix is the latest innovative way we’re delivering that sunny, yellow, summertime flavor. This Mix includes key ingredients such as sugar, flour, corn meal, corn, baking powder, and salt. You need only add one large egg and two sticks of unsalted butter to create cookie bliss—but if you’re looking to take them over the top, we suggest adding spicy jalapeño slices and sharp cheddar for a savory take on this summertime treat.",Serves: 24 Prep Time: 10 Minutes Cooking Time: 15 - 18 Minutes,"['2 Sticks TJ’s Unsalted Butter, Softened', '1 package Trader Joe’s Corn Cookie Mix', '1 TJ’s Large Egg', '1 cup chopped TJ’s Pickled Fermented Jalapeño Slices', '¾ cup TJ’s Shredded Sharp Cheddar']","['DIRECTIONS', 'Preheat oven to 325°F. Using a mixer in a large mixing bowl, whip butter until smooth. Add cookie mix and egg and mix until dough comes together. Gently stir in jalapeños and cheddar.', 'Line two large baking sheets with parchment paper. Use your hands or a cookie scoop to form 24 balls and place them 3 inches apart on prepared sheets (cookies will spread during cooking–do not overcrowd!).', 'Bake cookies 15 to 18 minutes. Remove from oven and allow cookies to cool 5 minutes on the baking sheet before transferring to a cooling rack. Enjoy!', 'Tags: Baking, Cookies, Corn, Spicy, Summer']","['Baking', 'Cookies', 'Corn', 'Spicy', 'Summer']"
